id,tag,unixtime
1233299,desktop,1536674386
1233299,linux,1536674386
1233299,webrtc,1536674386
1233299,rolandff62experiment,1536674386
1233299,meetjitsi,1536674386
1233300,firefox-620,1536675201
1233300,customize,1536675201
1233300,desktop,1536675201
1233300,mac-os,1536675201
1233300,feature-request,1536675201
1233300,fullscreen,1536675201
1233300,rolandff62experiment,1536675201
1233300,kiosk-mode,1536675201
1233303,privacy-and-security_1,1536677418
1233303,firefox-620,1536677418
1233303,desktop,1536677418
1233303,windows-10,1536677418
1233303,pocket,1536677418
1233303,rolandff62experiment,1536677418
1233303,notuserlove,1536677418
1233306,tips,1536679710
1233306,firefox-620,1536679710
1233306,desktop,1536679710
1233306,windows-10,1536679710
1233306,copypaste,1536679710
1233306,feature-request,1536679710
1233306,rolandff62experiment,1536679710
1233307,download-and-install_1,1536690109
1233307,desktop,1536690109
1233307,install,1536690109
1233307,rolandff62experiment,1536690109
1233309,firefox-620,1536679367
1233309,other,1536679367
1233309,desktop,1536679367
1233309,linux,1536679367
1233309,fullscreen,1536679367
1233311,firefox-610,1536679874
1233311,desktop,1536679874
1233311,fix-problems,1536679874
1233311,windows-10,1536679874
1233311,troubleshootingdetailsmissing,1536679874
1233311,probablynotafirefoxproblem,1536679874
1233311,rolandff62experiment,1536679874
1233313,tips,1536679929
1233313,firefox-620,1536679929
1233313,desktop,1536679929
1233313,windows-10,1536679929
1233313,keyboard,1536679929
1233313,keyboardshortcuts,1536679929
1233313,rolandff62experiment,1536679929
1233314,firefox-610,1536680516
1233314,firefox-6102,1536680516
1233314,desktop,1536680516
1233314,fix-problems,1536680516
1233314,windows-10,1536680516
1233316,firefox-620,1536680673
1233316,other,1536680673
1233316,desktop,1536680673
1233316,windows-10,1536680673
1233316,display,1536680673
1233316,webdev,1536680673
1233316,wrapping,1536680673
1233316,css,1536680673
1233316,rolandff62experiment,1536680673
1233316,needsinfo,1536680673
1233322,privacy-and-security_1,1536692668
1233322,firefox-620,1536692668
1233322,desktop,1536692668
1233322,windows-10,1536692668
1233322,escalate,1536692668
1233322,selfsignedcert,1536692668
1233322,cert-issue,1536692668
1233322,certificates,1536692668
1233322,rolandff62experiment,1536692668
1233323,firefox-620,1536682927
1233323,other,1536682927
1233323,desktop,1536682927
1233323,windows-10,1536682927
1233323,crashes,1536682927
1233323,rolandff62experiment,1536682927
1233324,privacy-and-security_1,1536683450
1233324,firefox-620,1536683450
1233324,desktop,1536683450
1233324,windows-10,1536683450
1233324,notafirefoxproblem,1536683450
1233324,rolandff62experiment,1536683450
1233325,download-and-install_1,1536683517
1233325,firefox-620,1536683517
1233325,desktop,1536683517
1233325,windows-10,1536683517
1233325,bookmarkdescriptionremoval,1536683517
1233325,rolandff62experiment,1536683517
1233327,firefox-620,1536684507
1233327,desktop,1536684507
1233327,fix-problems,1536684507
1233327,windows-10,1536684507
1233327,malware,1536684507
1233327,probablynotafirefoxproblem,1536684507
1233327,rolandff62experiment,1536684507
1233329,download-and-install_1,1536685075
1233329,firefox-620,1536685075
1233329,desktop,1536685075
1233329,windows-10,1536685075
1233329,probablynotafirefoxproblem,1536685075
1233329,rolandff62experiment,1536685075
1233329,downloads,1536685075
1233330,download-and-install_1,1536685451
1233330,desktop,1536685451
1233330,downgrade,1536685451
1233330,probablynotafirefoxproblem,1536685451
1233330,rolandff62experiment,1536685451
1233331,firefox-620,1536685800
1233331,customize,1536685800
1233331,desktop,1536685800
1233331,windows-10,1536685800
1233331,texttospeech,1536685800
1233331,tts,1536685800
1233331,add-on,1536685800
1233331,rolandff62experiment,1536685800
1233332,privacy-and-security_1,1536686788
1233332,firefox-610,1536686788
1233332,firefox-6102,1536686788
1233332,desktop,1536686788
1233332,windows-81,1536686788
1233332,dataloss,1536686788
1233332,passwords,1536686788
1233332,rolandff62experiment,1536686788
1233333,other,1536686887
1233333,desktop,1536686887
1233333,customkeyboardbindings,1536686887
1233333,keyboardbindings,1536686887
1233333,keyboard,1536686887
1233333,rolandff62experiment,1536686887
1233336,download-and-install_1,1536687642
1233336,firefox-620,1536687642
1233336,desktop,1536687642
1233336,mac-os,1536687642
1233336,probablynotafirefoxproblem,1536687642
1233336,copypaste,1536687642
1233336,rolandff62experiment,1536687642
1233340,desktop,1536689052
1233340,fix-problems,1536689052
1233340,windows-81,1536689052
1233340,rolandff62experiment,1536689052
1233340,mouse,1536689052
1233340,scrollingspeed,1536689052
1233343,firefox-620,1536690237
1233343,desktop,1536690237
1233343,fix-problems,1536690237
1233343,windows-10,1536690237
1233343,troubleshootingdetailsmissing,1536690237
1233343,canadapost,1536690237
1233343,lms,1536690237
1233343,rolandff62experiment,1536690237
1233348,firefox-620,1536691628
1233348,desktop,1536691628
1233348,fix-problems,1536691628
1233348,windows-10,1536691628
1233348,troubleshootingdetailsmissing,1536691628
1233348,rolandff62experiment,1536691628
1233348,hang,1536691628
1233350,customize,1536691617
1233350,desktop,1536691617
1233350,windows-10,1536691617
1233350,foscam,1536691617
1233350,probablynotafirefoxproblem,1536691617
1233350,rolandff62experiment,1536691617
1233350,ipcwebcompanents,1536691617
1233353,firefox-620,1536692282
1233353,other,1536692282
1233353,desktop,1536692282
1233353,mac-os,1536692282
1233353,att,1536692282
1233353,yahoo,1536692282
1233353,webmail,1536692282
1233353,email,1536692282
1233353,yahoomail,1536692282
1233353,notafirefoxproblem,1536692282
1233353,rolandff62experiment,1536692282
1233354,websites,1536692297
1233354,firefox-620,1536692297
1233354,desktop,1536692297
1233354,mac-os-x-1010,1536692297
1233354,fonts,1536692297
1233354,rolandff62experiment,1536692297
1233354,troubleshootingdetailsmissing,1536692297
1233355,firefox-620,1536692303
1233355,other,1536692303
1233355,desktop,1536692303
1233355,windows-10,1536692303
1233355,webroot,1536692303
1233355,add-ons,1536692303
1233355,passwordmanager,1536692303
1233355,passwords,1536692303
1233355,rolandff62experiment,1536692303
1233357,websites,1536693507
1233357,firefox-620,1536693507
1233357,desktop,1536693507
1233357,windows-10,1536693507
1233357,rolandff62experiment,1536693507
1233357,probablynotafirefoxproblem,1536693507
1233357,morningstarrealty,1536693507
1233358,desktop,1536721028
1233358,fix-problems,1536721028
1233358,mac-os-x,1536721028
1233358,mojave,1536721028
1233358,mac-os-x-1014,1536721028
1233358,beta,1536721028
1233358,mac-os-x-beta,1536721028
1233358,rolandff62experiment,1536721028
1233359,firefox-520,1536694651
1233359,desktop,1536694651
1233359,fix-problems,1536694651
1233359,windows-vista,1536694651
1233359,probablynotafirefoxproblem,1536694651
1233359,rolandff62experiment,1536694651
1233359,slow,1536694651
1233359,unsupported,1536694651
1233360,firefox-620,1536694857
1233360,other,1536694857
1233360,desktop,1536694857
1233360,windows-10,1536694857
1233362,dvrclien,1536695103
1233362,add-ons,1536695103
1233362,esr-esr60,1536695103
1233362,notafirefoxproblem,1536695103
1233362,rolandff62experiment,1536695103
1233364,desktop,1536695356
1233364,fix-problems,1536695356
1233364,mac-os-x,1536695356
1233364,rolandff62experiment,1536695356
1233364,crash,1536695356
1233366,firefox-620,1536699884
1233366,other,1536699884
1233366,desktop,1536699884
1233366,mac-os,1536699884
1233366,rolandff62experiment,1536699884
1233366,dictionary,1536699884
1233366,spellchecker,1536699884
1233369,firefox-610,1536696064
1233369,other,1536696064
1233369,desktop,1536696064
1233369,mac-os,1536696064
1233369,copypaste,1536696064
1233369,probablynotafirefoxproblem,1536696064
1233369,rolandff62experiment,1536696064
1233370,desktop,1536696321
1233370,fix-problems,1536696321
1233370,probablynotafirefoxproblem,1536696321
1233370,troubleshootingdetailsmissing,1536696321
1233370,rolandff62experiment,1536696321
1233370,crash,1536696321
1233370,crashes,1536696321
1233370,av,1536696321
1233370,trendmicro,1536696321
1233370,trendmicrocrash,1536696321
1233370,bug1490637,1536696321
1233371,firefox-620,1536696644
1233371,desktop,1536696644
1233371,fix-problems,1536696644
1233371,mac-os,1536696644
1233371,probablynotafirefoxproblem,1536696644
1233371,rolandff62experiment,1536696644
1233372,firefox-600,1536697216
1233372,other,1536697216
1233372,desktop,1536697216
1233372,windows-7,1536697216
1233372,bookmarkui,1536697216
1233372,ui,1536697216
1233372,bookmarkux,1536697216
1233372,rolandff62experiment,1536697216
1233372,notafirefoxproblem,1536697216
1233378,firefox-620,1536700246
1233378,other,1536700246
1233378,desktop,1536700246
1233378,windows-7,1536700246
1233378,crashes,1536700246
1233378,shutdowncrash,1536700246
1233378,rolandff62experiment,1536700246
1233381,firefox-620,1536702122
1233381,other,1536702122
1233381,desktop,1536702122
1233381,windows-10,1536702122
1233381,rolandff62experiment,1536702122
1233381,troubleshootingdetailsmissing,1536702122
1233383,firefox-620,1536702312
1233383,customize,1536702312
1233383,desktop,1536702312
1233383,windows-10,1536702312
1233383,redirect,1536702312
1233383,rolandff62experiment,1536702312
1233385,firefox-610,1536703222
1233385,desktop,1536703222
1233385,fix-problems,1536703222
1233385,windows-7,1536703222
1233385,notafirefoxproblem,1536703222
1233385,torbrowser,1536703222
1233385,rolandff62experiment,1536703222
1233386,desktop,1536703320
1233386,fix-problems,1536703320
1233386,windows-10,1536703320
1233386,profile,1536703320
1233386,rolandff62experiment,1536703320
1233387,firefox-620,1536703637
1233387,desktop,1536703637
1233387,fix-problems,1536703637
1233387,windows-7,1536703637
1233387,photobucket,1536703637
1233387,probablynotafirefoxproblem,1536703637
1233387,rolandff62experiment,1536703637
1233388,firefox-620,1536703915
1233388,other,1536703915
1233388,desktop,1536703915
1233388,windows-10,1536703915
1233388,troubleshootingdetailsmissing,1536703915
1233388,rolandff62experiment,1536703915
1233389,privacy-and-security_1,1536704200
1233389,desktop,1536704200
1233389,probablynotafirefoxproblem,1536704200
1233389,rolandff62experiment,1536704200
1233390,bookmarks,1536704470
1233390,firefox-620,1536704470
1233390,desktop,1536704470
1233390,windows-10,1536704470
1233390,bookmarkui,1536704470
1233390,bookmarkdescription,1536704470
1233390,bookmarktwisty,1536704470
1233390,notafirefoxproblem,1536704470
1233390,rolandff62experiment,1536704470
1233391,firefox-620,1536704747
1233391,desktop,1536704747
1233391,linux,1536704747
1233391,probablynotafirefoxproblem,1536704747
1233391,youtube,1536704747
1233391,rolandff62experiment,1536704747
1233393,firefox-620,1536706452
1233393,desktop,1536706452
1233393,mac-os,1536706452
1233393,searchenginehijack,1536706452
1233393,troubleshootingdetailsmissing,1536706452
1233393,google,1536706452
1233393,rolandff62experiment,1536706452
1233394,firefox-620,1536706601
1233394,other,1536706601
1233394,desktop,1536706601
1233394,windows-10,1536706601
1233394,marketingsurvey,1536706601
1233394,firefoxmarketing,1536706601
1233394,rolandff62experiment,1536706601
1233394,userresearch,1536706601
1233398,firefox-620,1536708411
1233398,desktop,1536708411
1233398,fix-problems,1536708411
1233398,windows-10,1536708411
1233398,rolandff62experiment,1536708411
1233398,troubleshootingdetailsmissing,1536708411
1233398,probablynotafirefoxproblem,1536708411
1233400,customize,1536709379
1233400,desktop,1536709379
1233400,windows-7,1536709379
1233400,adblocker,1536709379
1233400,adblockerultimate,1536709379
1233400,rolandff62experiment,1536709379
1233402,tips,1536711842
1233402,firefox-620,1536711842
1233402,desktop,1536711842
1233402,mac-os,1536711842
1233402,passwords,1536711842
1233402,rolandff62experiment,1536711842
1233403,bookmarks,1536714092
1233403,firefox-620,1536714092
1233403,desktop,1536714092
1233403,windows-10,1536714092
1233403,rolandff62experiment,1536714092
1233403,dataloss,1536714092
1233403,favicon,1536714092
1233404,firefox-620,1536716119
1233404,other,1536716119
1233404,desktop,1536716119
1233404,windows-10,1536716119
1233404,bookmarks,1536716119
1233404,troubleshootingdetailsmissing,1536716119
1233404,rolandff62experiment,1536716119
1233405,firefox-610,1536716537
1233405,other,1536716537
1233405,desktop,1536716537
1233405,windows-81,1536716537
1233405,troubleshootingdetailsmissing,1536716537
1233405,rolandff62experiment,1536716537
1233405,probablynotafirefoxproblem,1536716537
1233411,other,1536718432
1233411,desktop,1536718432
1233411,probablynotafirefoxproblem,1536718432
1233411,malware,1536718432
1233411,rolandff62experiment,1536718432
1233412,firefox-610,1536720460
1233412,other,1536720460
1233412,desktop,1536720460
1233412,mac-os,1536720460
1233412,add-ons,1536720460
1233412,rolandff62experiment,1536720460
1233412,notafirefoxproblem,1536720460
1233414,firefox-620,1536723361
1233414,customize,1536723361
1233414,desktop,1536723361
1233414,windows-10,1536723361
1233414,rolandff62experiment,1536723361
1233415,download-and-install_1,1536723366
1233415,firefox-560,1536723366
1233415,desktop,1536723366
1233415,windows-10,1536723366
1233415,add-ons,1536723366
1233415,rolandff62experiment,1536723366
1233415,notafirefoxproblem,1536723366
1233416,firefox-620,1536723904
1233416,customize,1536723904
1233416,desktop,1536723904
1233416,windows-10,1536723904
1233416,notafirefoxproblem,1536723904
1233416,rolandff62experiment,1536723904
1233417,firefox-620,1536724170
1233417,other,1536724170
1233417,desktop,1536724170
1233417,windows-10,1536724170
1233417,walnut2,1536724170
1233417,add-ons,1536724170
1233417,theme,1536724170
1233417,notafirefoxproblem,1536724170
1233417,rolandff62experiment,1536724170
1233419,other,1536726412
1233419,desktop,1536726412
1233419,mac-os,1536726412
1233419,keyboardshortcuts,1536726412
1233419,notafirefoxproblem,1536726412
1233419,rolandff62experiment,1536726412
1233423,firefox-630,1536727212
1233423,beta,1536727212
1233423,sync,1536727212
1233423,desktop,1536727212
1233423,windows-7,1536727212
1233423,firefox-account,1536727212
1233423,rolandff62experiment,1536727212
1233424,firefox-6101,1536727982
1233424,firefox-610,1536727982
1233424,other,1536727982
1233424,desktop,1536727982
1233424,mac-os,1536727982
1233424,needsinfo,1536727982
1233424,sethomepage,1536727982
1233424,homepage,1536727982
1233424,notafirefoxproblem,1536727982
1233424,rolandff62experiment,1536727982
1233425,other,1536729582
1233425,desktop,1536729582
1233425,rolandff62experiment,1536729582
1233425,webcam,1536729582
1233425,probablynotafirefoxproblem,1536729582
1233426,bookmarks,1536731447
1233426,firefox-620,1536731447
1233426,desktop,1536731447
1233426,windows-10,1536731447
1233426,dataloss,1536731447
1233426,rolandff62experiment,1536731447
1233427,firefox-620,1536732860
1233427,desktop,1536732860
1233427,fix-problems,1536732860
1233427,linux,1536732860
1233427,rolandff62experiment,1536732860
1233427,lockedfile,1536732860
1233428,privacy-and-security_1,1536734452
1233428,desktop,1536734452
1233428,trackingprotection,1536734452
1233428,rolandff62experiment,1536734452
1233429,firefox-620,1536734678
1233429,customize,1536734678
1233429,desktop,1536734678
1233429,mac-os,1536734678
1233429,deutschebahn,1536734678
1233429,rolandff62experiment,1536734678
1233429,calendar,1536734678
1233429,osxcalendar,1536734678
