id,tag,unixtime,week
1233395,other,1536754203,2
1233395,desktop,1536754203,2
1233395,rolandff62experiment,1536754203,2
1233395,troubleshootingdetailsmissing,1536754203,2
1233395,freeze,1536754203,2
1233431,bookmarks,1536735623,2
1233431,firefox-620,1536735623,2
1233431,desktop,1536735623,2
1233431,windows-10,1536735623,2
1233431,needsinfo,1536735623,2
1233431,rolandff62experiment,1536735623,2
1233431,bookmarkdescriptionremoval,1536735623,2
1233432,websites,1536737681,2
1233432,firefox-620,1536737681,2
1233432,desktop,1536737681,2
1233432,windows-10,1536737681,2
1233432,probablynotafirefoxproblem,1536737681,2
1233432,windowsrestartmanager,1536737681,2
1233432,rolandff62experiment,1536737681,2
1233432,malware,1536737681,2
1233432,troubleshootingdetailsmissing,1536737681,2
1233434,firefox-620,1536737962,2
1233434,other,1536737962,2
1233434,desktop,1536737962,2
1233434,windows-7,1536737962,2
1233434,googleagenda,1536737962,2
1233434,webcompat,1536737962,2
1233434,rolandff62experiment,1536737962,2
1233435,firefox-620,1536738602,2
1233435,desktop,1536738602,2
1233435,fix-problems,1536738602,2
1233435,windows-7,1536738602,2
1233435,crash,1536738602,2
1233435,filepicker,1536738602,2
1233435,expand-to-current-folder,1536738602,2
1233435,rolandff62experiment,1536738602,2
1233435,bug1245434,1536738602,2
1233435,troubleshootingdetailsmissing,1536738602,2
1233437,websites,1536739175,2
1233437,firefox-620,1536739175,2
1233437,desktop,1536739175,2
1233437,windows-10,1536739175,2
1233437,hsts,1536739175,2
1233437,probablynotafirefoxproblem,1536739175,2
1233437,rolandff62experiment,1536739175,2
1233440,download-and-install_1,1536741469,2
1233440,desktop,1536741469,2
1233440,profiles,1536741469,2
1233440,rolandff62experiment,1536741469,2
1233440,restoreprofile,1536741469,2
1233441,firefox-620,1536741721,2
1233441,other,1536741721,2
1233441,desktop,1536741721,2
1233441,windows-7,1536741721,2
1233441,saveaswebpage,1536741721,2
1233441,rolandff62experiment,1536741721,2
1233444,firefox-620,1536745800,2
1233444,other,1536745800,2
1233444,desktop,1536745800,2
1233444,windows-10,1536745800,2
1233444,bidi,1536745800,2
1233444,righttoleft,1536745800,2
1233444,rolandff62experiment,1536745800,2
1233446,privacy-and-security_1,1536746427,2
1233446,desktop,1536746427,2
1233446,rolandff62experiment,1536746427,2
1233446,plugins,1536746427,2
1233446,probablynotafirefoxproblem,1536746427,2
1233447,firefox-620,1536746681,2
1233447,other,1536746681,2
1233447,desktop,1536746681,2
1233447,windows-10,1536746681,2
1233447,needsinfo,1536746681,2
1233447,ashampoo-registrycleaner,1536746681,2
1233447,notafirefoxproblem,1536746681,2
1233447,rolandff62experiment,1536746681,2
1233453,firefox-600,1536747808,2
1233453,desktop,1536747808,2
1233453,fix-problems,1536747808,2
1233453,windows-10,1536747808,2
1233453,av,1536747808,2
1233453,trendmicro,1536747808,2
1233453,crashes,1536747808,2
1233453,trendmicrocrash,1536747808,2
1233453,rolandff62experiment,1536747808,2
1233454,bookmarks,1536749126,2
1233454,firefox-620,1536749126,2
1233454,desktop,1536749126,2
1233454,linux,1536749126,2
1233454,dataloss,1536749126,2
1233454,rolandff62experiment,1536749126,2
1233455,firefox-610,1536749219,2
1233455,other,1536749219,2
1233455,desktop,1536749219,2
1233455,linux,1536749219,2
1233455,rolandff62experiment,1536749219,2
1233455,feature-request,1536749219,2
1233458,bookmarks,1536754463,2
1233458,firefox-620,1536754463,2
1233458,desktop,1536754463,2
1233458,mac-os,1536754463,2
1233458,ui,1536754463,2
1233458,rolandff62experiment,1536754463,2
1233461,firefox-620,1536755917,2
1233461,other,1536755917,2
1233461,desktop,1536755917,2
1233461,windows-7,1536755917,2
1233461,needsinfo,1536755917,2
1233461,add-ons,1536755917,2
1233461,rolandff62experiment,1536755917,2
1233461,idm,1536755917,2
1233461,idm-integration-module,1536755917,2
1233468,tabs,1536758875,2
1233468,firefox-620,1536758875,2
1233468,desktop,1536758875,2
1233468,linux,1536758875,2
1233468,containers,1536758875,2
1233468,rolandff62experiment,1536758875,2
1233469,tabs,1536759303,2
1233469,desktop,1536759303,2
1233469,sessionrestore,1536759303,2
1233469,rolandff62experiment,1536759303,2
1233470,tabs,1536759700,2
1233470,firefox-620,1536759700,2
1233470,desktop,1536759700,2
1233470,linux,1536759700,2
1233470,rolandff62experiment,1536759700,2
1233471,firefox-620,1536759935,2
1233471,other,1536759935,2
1233471,desktop,1536759935,2
1233471,windows-7,1536759935,2
1233471,rolandff62experiment,1536759935,2
1233471,setasdesktopbackground,1536759935,2
1233473,firefox-620,1536760684,2
1233473,desktop,1536760684,2
1233473,fix-problems,1536760684,2
1233473,windows-7,1536760684,2
1233473,bookmarks,1536760684,2
1233473,rolandff62experiment,1536760684,2
1233476,bookmarks,1536761998,2
1233476,firefox-620,1536761998,2
1233476,desktop,1536761998,2
1233476,windows-10,1536761998,2
1233476,bookmarkdescriptionremoval,1536761998,2
1233478,firefox-620,1536762480,2
1233478,other,1536762480,2
1233478,desktop,1536762480,2
1233478,windows-10,1536762480,2
1233478,outlook365,1536762480,2
1233478,safelinks,1536762480,2
1233478,rolandff62experiment,1536762480,2
1233478,outlooksafelinks,1536762480,2
1233478,bug1475066,1536762480,2
1233481,firefox-560,1536762879,2
1233481,desktop,1536762879,2
1233481,fix-problems,1536762879,2
1233481,windows-10,1536762879,2
1233481,flash,1536762879,2
1233481,notafirefoxproblem,1536762879,2
1233481,rolandff62experiment,1536762879,2
1233486,privacy-and-security_1,1536764219,2
1233486,firefox-620,1536764219,2
1233486,desktop,1536764219,2
1233486,windows-7,1536764219,2
1233486,adsnotshowing,1536764219,2
1233486,google,1536764219,2
1233486,googleads,1536764219,2
1233486,rolandff62experiment,1536764219,2
1233487,websites,1536764318,2
1233487,desktop,1536764318,2
1233487,webdev,1536764318,2
1233487,rolandff62experiment,1536764318,2
1233488,bookmarks,1536764415,2
1233488,firefox-620,1536764415,2
1233488,desktop,1536764415,2
1233488,mac-os,1536764415,2
1233488,bookmarkui,1536764415,2
1233488,bookmakrux,1536764415,2
1233488,notafirefoxproblem,1536764415,2
1233489,tabs,1536764513,2
1233489,firefox-620,1536764513,2
1233489,desktop,1536764513,2
1233489,windows-10,1536764513,2
1233489,notafirefoxproblem,1536764513,2
1233489,sessionrestore,1536764513,2
1233489,rolandff62experiment,1536764513,2
1233489,ui,1536764513,2
1233490,websites,1536764752,2
1233490,desktop,1536764752,2
1233490,webdev,1536764752,2
1233490,css,1536764752,2
1233490,rolandff62experiment,1536764752,2
1233493,firefox-6101,1536765303,2
1233493,firefox-610,1536765303,2
1233493,sync,1536765303,2
1233493,desktop,1536765303,2
1233493,linux,1536765303,2
1233493,rolandff62experiment,1536765303,2
1233495,privacy-and-security_1,1536767106,2
1233495,firefox-620,1536767106,2
1233495,desktop,1536767106,2
1233495,windows-10,1536767106,2
1233495,notuserlove,1536767106,2
1233495,rolandff62experiment,1536767106,2
1233497,firefox-620,1536767246,2
1233497,sync,1536767246,2
1233497,desktop,1536767246,2
1233497,windows-10,1536767246,2
1233497,namechange,1536767246,2
1233497,rolandff62experiment,1536767246,2
1233498,firefox-620,1536768051,2
1233498,desktop,1536768051,2
1233498,fix-problems,1536768051,2
1233498,windows-10,1536768051,2
1233498,troubleshootingdetailsmissing,1536768051,2
1233498,rolandff62experiment,1536768051,2
1233498,tabs,1536768051,2
1233499,desktop,1536768706,2
1233499,fix-problems,1536768706,2
1233499,crashes,1536768706,2
1233499,rolandff62experiment,1536768706,2
1233500,firefox-620,1536769712,2
1233500,other,1536769712,2
1233500,desktop,1536769712,2
1233500,windows-10,1536769712,2
1233500,rolandff62experiment,1536769712,2
1233500,scrollingspeed,1536769712,2
1233500,scrolling,1536769712,2
1233502,firefox-620,1536771181,2
1233502,other,1536771181,2
1233502,desktop,1536771181,2
1233502,windows-10,1536771181,2
1233502,watchtvnow,1536771181,2
1233502,malware,1536771181,2
1233502,notafirefoxproblem,1536771181,2
1233502,rolandff62experiment,1536771181,2
1233504,firefox-620,1536771623,2
1233504,other,1536771623,2
1233504,desktop,1536771623,2
1233504,windows-81,1536771623,2
1233504,adblocker,1536771623,2
1233504,adblockershouldbedisabled,1536771623,2
1233504,rolandff62experiment,1536771623,2
1233507,websites,1536772913,2
1233507,firefox-620,1536772913,2
1233507,desktop,1536772913,2
1233507,windows-10,1536772913,2
1233507,ytddownloader,1536772913,2
1233507,webcompat,1536772913,2
1233507,rolandff62experiment,1536772913,2
1233507,probablynotafirefoxproblem,1536772913,2
1233508,firefox-620,1536772921,2
1233508,other,1536772921,2
1233508,desktop,1536772921,2
1233508,windows-10,1536772921,2
1233508,needsinfo,1536772921,2
1233508,outlook,1536772921,2
1233508,outlook365,1536772921,2
1233508,rolandff62experiment,1536772921,2
1233508,bug1475066,1536772921,2
1233508,outlooklinks,1536772921,2
1233508,safelinks,1536772921,2
1233508,outlooksafelinks,1536772921,2
1233509,websites,1536773497,2
1233509,firefox-620,1536773497,2
1233509,desktop,1536773497,2
1233509,windows-10,1536773497,2
1233509,troubleshootingdetailsmissing,1536773497,2
1233509,rolandff62experiment,1536773497,2
1233511,firefox-620,1536773991,2
1233511,other,1536773991,2
1233511,desktop,1536773991,2
1233511,windows-10,1536773991,2
1233511,smartcast,1536773991,2
1233511,vizio,1536773991,2
1233511,viziosmartcasts,1536773991,2
1233511,rolandff62experiment,1536773991,2
1233513,bookmarks,1536775242,2
1233513,firefox-620,1536775242,2
1233513,desktop,1536775242,2
1233513,windows-10,1536775242,2
1233513,dataloss,1536775242,2
1233513,rolandff62experiment,1536775242,2
1233513,troubleshootingdetailsmissing,1536775242,2
1233514,websites,1536775278,2
1233514,firefox-620,1536775278,2
1233514,desktop,1536775278,2
1233514,windows-10,1536775278,2
1233514,walmartca,1536775278,2
1233514,probablynotafirefoxproblem,1536775278,2
1233514,rolandff62experiment,1536775278,2
1233516,firefox-630,1536776732,2
1233516,beta,1536776732,2
1233516,desktop,1536776732,2
1233516,fix-problems,1536776732,2
1233516,mac-os,1536776732,2
1233516,cpuusage,1536776732,2
1233516,rolandff62experiment,1536776732,2
1233517,bookmarks,1536777509,2
1233517,desktop,1536777509,2
1233517,firefox-600,1536777509,2
1233517,windows-10,1536777509,2
1233517,rolandff62experiment,1536777509,2
1233517,esr,1536777509,2
1233517,esr60,1536777509,2
1233517,multirowbookmarktoolbar,1536777509,2
1233518,firefox-620,1536777860,2
1233518,other,1536777860,2
1233518,desktop,1536777860,2
1233518,windows-10,1536777860,2
1233518,rolandff62experiment,1536777860,2
1233518,troubleshootingdetailsmissing,1536777860,2
1233519,desktop,1536777866,2
1233519,fix-problems,1536777866,2
1233519,windows-10,1536777866,2
1233519,vmware,1536777866,2
1233519,notafirefoxproblem,1536777866,2
1233519,rolandff62experiment,1536777866,2
1233523,firefox-600,1536779100,2
1233523,customize,1536779100,2
1233523,desktop,1536779100,2
1233523,mac-os,1536779100,2
1233523,rolandff62experiment,1536779100,2
1233523,webmail,1536779100,2
1233523,yahoo,1536779100,2
1233523,signature,1536779100,2
1233523,notafirefoxproblem,1536779100,2
1233526,privacy-and-security_1,1536779490,2
1233526,firefox-620,1536779490,2
1233526,desktop,1536779490,2
1233526,windows-7,1536779490,2
1233526,rolandff62experiment,1536779490,2
1233526,notafirefoxproblem,1536779490,2
1233526,email,1536779490,2
1233526,webmail,1536779490,2
1233526,hotmail,1536779490,2
1233529,firefox-520,1536780115,2
1233529,privacy-and-security_1,1536780115,2
1233529,desktop,1536780115,2
1233529,windows-10,1536780115,2
1233529,passwords,1536780115,2
1233529,dataloss,1536780115,2
1233529,esr,1536780115,2
1233529,esr60,1536780115,2
1233529,rolandff62experiment,1536780115,2
1233530,bookmarks,1536780072,2
1233530,firefox-620,1536780072,2
1233530,desktop,1536780072,2
1233530,feature-request,1536780072,2
1233530,bookmarks-folder,1536780072,2
1233530,rolandff62experiment,1536780072,2
1233530,windows-10,1536780072,2
1233532,rolandff62experiment,1536780185,2
1233533,bookmarks,1536780683,2
1233533,firefox-620,1536780683,2
1233533,desktop,1536780683,2
1233533,mac-os,1536780683,2
1233533,rolandff62experiment,1536780683,2
1233533,deletebookmarks,1536780683,2
1233534,privacy-and-security_1,1536780932,2
1233534,firefox-620,1536780932,2
1233534,desktop,1536780932,2
1233534,windows-81,1536780932,2
1233534,rolandff62experiment,1536780932,2
1233536,firefox-620,1536781659,2
1233536,sync,1536781659,2
1233536,desktop,1536781659,2
1233536,windows-10,1536781659,2
1233536,firefox-account,1536781659,2
1233537,bookmarks,1536781902,2
1233537,firefox-620,1536781902,2
1233537,desktop,1536781902,2
1233537,windows-7,1536781902,2
1233537,rolandff62experiment,1536781902,2
1233537,bookmarkui,1536781902,2
1233537,bookmarkux,1536781902,2
1233538,firefox-620,1536782736,2
1233538,desktop,1536782736,2
1233538,fix-problems,1536782736,2
1233538,windows-7,1536782736,2
1233538,troubleshootingdetailsmissing,1536782736,2
1233538,email,1536782736,2
1233538,gmail,1536782736,2
1233538,webmail,1536782736,2
1233538,probablynotafirefoxproblem,1536782736,2
1233539,websites,1536782807,2
1233539,firefox-620,1536782807,2
1233539,desktop,1536782807,2
1233539,linux,1536782807,2
1233539,probablynotafirefoxproblem,1536782807,2
1233539,rolandff62experiment,1536782807,2
1233539,youtube,1536782807,2
1233539,video,1536782807,2
1233541,bookmarks,1536783836,2
1233541,firefox-620,1536783836,2
1233541,desktop,1536783836,2
1233541,windows-10,1536783836,2
1233541,bookmarkui,1536783836,2
1233541,bookmarkux,1536783836,2
1233541,probablynotafirefoxproblem,1536783836,2
1233541,rolandff62experiment,1536783836,2
1233544,firefox-620,1536784389,2
1233544,other,1536784389,2
1233544,desktop,1536784389,2
1233544,windows-10,1536784389,2
1233544,ui,1536784389,2
1233544,ux,1536784389,2
1233544,rolandff62experiment,1536784389,2
1233544,notafirefoxproblem,1536784389,2
1233545,firefox-620,1536784340,2
1233545,other,1536784340,2
1233545,desktop,1536784340,2
1233545,windows-10,1536784340,2
1233545,notafirefoxproblem,1536784340,2
1233545,rolandff62experiment,1536784340,2
1233545,taskbar,1536784340,2
1233546,firefox-620,1536784598,2
1233546,desktop,1536784598,2
1233546,fix-problems,1536784598,2
1233546,mac-os,1536784598,2
1233546,malware,1536784598,2
1233546,probablynotafirefoxproblem,1536784598,2
1233546,rolandff62experiment,1536784598,2
1233549,firefox-520,1536785797,2
1233549,other,1536785797,2
1233549,desktop,1536785797,2
1233549,windows-10,1536785797,2
1233549,devtools,1536785797,2
1233549,rolandff62experiment,1536785797,2
1233550,tips,1536786646,2
1233550,desktop,1536786646,2
1233550,windows-10,1536786646,2
1233550,awesomebar,1536786646,2
1233550,shortcuts,1536786646,2
1233550,rolandff62experiment,1536786646,2
1233551,firefox-620,1536787063,2
1233551,other,1536787063,2
1233551,desktop,1536787063,2
1233551,windows-10,1536787063,2
1233551,pdfjs,1536787063,2
1233551,rolandff62experiment,1536787063,2
1233552,firefox-600,1536787541,2
1233552,other,1536787541,2
1233552,desktop,1536787541,2
1233552,windows-10,1536787541,2
1233552,java,1536787541,2
1233552,jnlp,1536787541,2
1233552,rolandff62experiment,1536787541,2
1233554,firefox-620,1536788174,2
1233554,desktop,1536788174,2
1233554,fix-problems,1536788174,2
1233554,windows-10,1536788174,2
1233554,facebook,1536788174,2
1233554,facebookgames,1536788174,2
1233554,rolandff62experiment,1536788174,2
1233554,freeze,1536788174,2
1233559,firefox-620,1536790999,2
1233559,other,1536790999,2
1233559,desktop,1536790999,2
1233559,windows-10,1536790999,2
1233559,authentication,1536790999,2
1233559,probablynotafirefoxproblem,1536790999,2
1233559,windowsauthentication,1536790999,2
1233559,passwords,1536790999,2
1233559,rolandff62experiment,1536790999,2
1233560,firefox-620,1536792033,2
1233560,desktop,1536792033,2
1233560,fix-problems,1536792033,2
1233560,windows-10,1536792033,2
1233560,rolandff62experiment,1536792033,2
1233560,video,1536792033,2
1233560,probablynotafirefoxproblem,1536792033,2
1233564,firefox-620,1536795417,2
1233564,other,1536795417,2
1233564,desktop,1536795417,2
1233564,windows-10,1536795417,2
1233564,add-ons,1536795417,2
1233564,rolandff62experiment,1536795417,2
1233566,websites,1536795803,2
1233566,firefox-620,1536795803,2
1233566,desktop,1536795803,2
1233566,windows-10,1536795803,2
1233566,favicon,1536795803,2
1233566,rolandff62experiment,1536795803,2
1233567,firefox-620,1536798666,2
1233567,other,1536798666,2
1233567,desktop,1536798666,2
1233567,windows-7,1536798666,2
1233567,escalate,1536798666,2
1233567,notafirefoxproblem,1536798666,2
1233567,userlove,1536798666,2
1233567,rolandff62experiment,1536798666,2
1233570,download-and-install_1,1536801987,2
1233570,firefox-620,1536801987,2
1233570,desktop,1536801987,2
1233570,windows-10,1536801987,2
1233570,microsoft,1536801987,2
1233570,notafirefoxproblem,1536801987,2
1233570,rolandff62experiment,1536801987,2
1233571,privacy-and-security_1,1536802559,2
1233571,firefox-620,1536802559,2
1233571,desktop,1536802559,2
1233571,mac-os,1536802559,2
1233571,rolandff62experiment,1536802559,2
1233571,history,1536802559,2
1233571,deletehistory,1536802559,2
1233572,firefox-620,1536802801,2
1233572,other,1536802801,2
1233572,desktop,1536802801,2
1233572,windows-7,1536802801,2
1233572,browserhijack,1536802801,2
1233572,rolandff62experiment,1536802801,2
1233574,tips,1536804029,2
1233574,firefox-620,1536804029,2
1233574,desktop,1536804029,2
1233574,windows-10,1536804029,2
1233574,rolandff62experiment,1536804029,2
1233574,multiplefirefoxes,1536804029,2
1233575,firefox-620,1536804030,2
1233575,desktop,1536804030,2
1233575,fix-problems,1536804030,2
1233575,windows-10,1536804030,2
1233575,printing,1536804030,2
1233575,rolandff62experiment,1536804030,2
1233575,probablynotafirefoxproblem,1536804030,2
1233576,firefox-550,1536804678,2
1233576,customize,1536804678,2
1233576,desktop,1536804678,2
1233576,windows-10,1536804678,2
1233576,bookmarks,1536804678,2
1233576,bookmarksui,1536804678,2
1233576,rolandff62experiment,1536804678,2
1233580,firefox-620,1536808578,2
1233580,desktop,1536808578,2
1233580,fix-problems,1536808578,2
1233580,windows-10,1536808578,2
1233580,theme,1536808578,2
1233580,rolandff62experiment,1536808578,2
1233581,privacy-and-security_1,1536809155,2
1233581,firefox-620,1536809155,2
1233581,desktop,1536809155,2
1233581,linux,1536809155,2
1233581,notafirefoxproblem,1536809155,2
1233581,canonicalproblem,1536809155,2
1233581,rolandff62experiment,1536809155,2
1233583,firefox-620,1536811217,2
1233583,desktop,1536811217,2
1233583,fix-problems,1536811217,2
1233583,mac-os,1536811217,2
1233583,crash,1536811217,2
1233583,crashes,1536811217,2
1233583,probablynotafirefoxproblem,1536811217,2
1233583,rolandff62experiment,1536811217,2
1233584,firefox-620,1536812965,2
1233584,desktop,1536812965,2
1233584,fix-problems,1536812965,2
1233584,windows-10,1536812965,2
1233584,twitchtv,1536812965,2
1233584,probablynotafirefoxproblem,1536812965,2
1233584,rolandff62experiment,1536812965,2
1233584,memoryusage,1536812965,2
1233587,firefox-560,1536815424,2
1233587,customize,1536815424,2
1233587,desktop,1536815424,2
1233587,windows-10,1536815424,2
1233587,rolandff62experiment,1536815424,2
1233587,add-ons,1536815424,2
1233587,probablynotafirefoxproblem,1536815424,2
1233588,other,1536817949,2
1233588,desktop,1536817949,2
1233588,troubleshootingdetailsmissing,1536817949,2
1233588,rolandff62experiment,1536817949,2
1233590,desktop,1536860064,2
1233590,fix-problems,1536860064,2
1233590,freeze,1536860064,2
1233590,rolandff62experiment,1536860064,2
1233590,troubleshootingdetailsmissing,1536860064,2
1233591,bookmarks,1536817604,2
1233591,firefox-620,1536817604,2
1233591,desktop,1536817604,2
1233591,windows-7,1536817604,2
1233591,bookmarksui,1536817604,2
1233591,probablynotafirefoxproblem,1536817604,2
1233591,rolandff62experiment,1536817604,2
1233592,other,1536817949,2
1233592,desktop,1536817949,2
1233592,rolandff62experiment,1536817949,2
1233592,troubleshootingdetailsmissing,1536817949,2
1233593,download-and-install_1,1536818493,2
1233593,firefox-620,1536818493,2
1233593,desktop,1536818493,2
1233593,windows-7,1536818493,2
1233593,bookmarkdescriptionremoval,1536818493,2
1233593,rolandff62experiment,1536818493,2
1233594,firefox-620,1536818514,2
1233594,other,1536818514,2
1233594,desktop,1536818514,2
1233594,windows-10,1536818514,2
1233594,videodriver,1536818514,2
1233594,rolandff62experiment,1536818514,2
1233595,websites,1536819955,2
1233595,firefox-620,1536819955,2
1233595,desktop,1536819955,2
1233595,windows-7,1536819955,2
1233595,notafirefoxproblem,1536819955,2
1233595,rolandff62experiment,1536819955,2
1233597,firefox-620,1536820922,2
1233597,desktop,1536820922,2
1233597,fix-problems,1536820922,2
1233597,windows-10,1536820922,2
1233597,accessibility,1536820922,2
1233597,rolandff62experiment,1536820922,2
1233600,download-and-install_1,1536825104,2
1233600,desktop,1536825104,2
1233600,troubleshootingdetailsmissing,1536825104,2
1233600,rolandff62experiment,1536825104,2
1233601,desktop,1536825426,2
1233601,fix-problems,1536825426,2
1233601,printing,1536825426,2
1233601,rolandff62experiment,1536825426,2
1233607,websites,1536827686,2
1233607,firefox-620,1536827686,2
1233607,desktop,1536827686,2
1233607,mac-os,1536827686,2
1233607,rbs,1536827686,2
1233607,notafirefoxproblem,1536827686,2
1233607,rolandff62experiment,1536827686,2
1233607,certificates,1536827686,2
1233607,ssl,1536827686,2
1233611,firefox-620,1536834039,2
1233611,desktop,1536834039,2
1233611,fix-problems,1536834039,2
1233611,windows-7,1536834039,2
1233611,webdev,1536834039,2
1233611,probablynotafirefoxproblem,1536834039,2
1233611,svg,1536834039,2
1233611,rolandff62experiment,1536834039,2
1233611,css,1536834039,2
1233612,firefox-620,1536834153,2
1233612,other,1536834153,2
1233612,desktop,1536834153,2
1233612,windows-10,1536834153,2
1233612,bug1489099,1536834153,2
1233612,webgl,1536834153,2
1233612,rolandff62experiment,1536834153,2
1233613,firefox-620,1536835062,2
1233613,customize,1536835062,2
1233613,desktop,1536835062,2
1233613,windows-7,1536835062,2
1233613,urlbar,1536835062,2
1233613,awesomebar,1536835062,2
1233613,autohideurlbar,1536835062,2
1233613,userchromecss,1536835062,2
1233613,notafirefoxproblem,1536835062,2
1233613,ui,1536835062,2
1233613,ux,1536835062,2
1233613,rolandff62experiment,1536835062,2
1233616,download-and-install_1,1536837361,2
1233616,firefox-570,1536837361,2
1233616,desktop,1536837361,2
1233616,windows-10,1536837361,2
1233616,pdf,1536837361,2
1233616,rolandff62experiment,1536837361,2
1233617,bookmarks,1536838173,2
1233617,firefox-620,1536838173,2
1233617,desktop,1536838173,2
1233617,windows-10,1536838173,2
1233617,bookmarkdescriptionremoval,1536838173,2
1233617,rolandff62experiment,1536838173,2
1233618,download-and-install_1,1536838782,2
1233618,desktop,1536838782,2
1233618,cleaninstall,1536838782,2
1233618,rolandff62experiment,1536838782,2
1233618,probablynotafirefoxproblem,1536838782,2
1233622,firefox-630,1536841071,2
1233622,beta,1536841071,2
1233622,desktop,1536841071,2
1233622,fix-problems,1536841071,2
1233622,mac-os,1536841071,2
1233622,rolandff62experiment,1536841071,2
1233622,hardrefesh,1536841071,2
1233624,firefox-620,1536843184,2
1233624,desktop,1536843184,2
1233624,fix-problems,1536843184,2
1233624,windows-10,1536843184,2
1233624,captcha,1536843184,2
1233624,rolandff62experiment,1536843184,2
1233624,escalate,1536843184,2
1233627,bookmarks,1536844161,2
1233627,firefox-620,1536844161,2
1233627,desktop,1536844161,2
1233627,windows-7,1536844161,2
1233627,bookmarkdescriptionremoval,1536844161,2
1233627,rolandff62experiment,1536844161,2
1233628,firefox-610,1536844892,2
1233628,other,1536844892,2
1233628,desktop,1536844892,2
1233628,windows-10,1536844892,2
1233628,microsoftinstallanyway,1536844892,2
1233628,rolandff62experiment,1536844892,2
1233630,privacy-and-security_1,1536845705,2
1233630,firefox-620,1536845705,2
1233630,desktop,1536845705,2
1233630,mac-os,1536845705,2
1233630,passwords,1536845705,2
1233630,notafirefoxproblem,1536845705,2
1233630,rolandff62experiment,1536845705,2
1233634,firefox-620,1536846748,2
1233634,customize,1536846748,2
1233634,desktop,1536846748,2
1233634,linux,1536846748,2
1233634,amazonprimevideo,1536846748,2
1233634,notafirefoxproblem,1536846748,2
1233634,rolandff62experiment,1536846748,2
1233636,other,1536847179,2
1233636,esr60,1536847179,2
1233636,java,1536847179,2
1233636,rolandff62experiment,1536847179,2
1233637,other,1536847821,2
1233637,desktop,1536847821,2
1233637,probablynotafirefoxproblem,1536847821,2
1233637,commandline,1536847821,2
1233637,rolandff62experiment,1536847821,2
1233640,tips,1536848950,2
1233640,firefox-620,1536848950,2
1233640,desktop,1536848950,2
1233640,mac-os,1536848950,2
1233640,closing,1536848950,2
1233640,notafirefoxproblem,1536848950,2
1233640,rolandff62experiment,1536848950,2
1233644,desktop,1536852541,2
1233644,fix-problems,1536852541,2
1233644,windows-10,1536852541,2
1233644,webcompat,1536852541,2
1233644,rolandff62experiment,1536852541,2
1233647,privacy-and-security_1,1536850778,2
1233647,desktop,1536850778,2
1233647,rolandff62experiment,1536850778,2
1233647,probablynotafirefoxproblem,1536850778,2
1233650,bookmarks,1536852389,2
1233650,firefox-620,1536852389,2
1233650,desktop,1536852389,2
1233650,windows-7,1536852389,2
1233650,needsinfo,1536852389,2
1233650,bookmarkpreviews,1536852389,2
1233650,bookmarksux,1536852389,2
1233650,bookmarksui,1536852389,2
1233650,rolandff62experiment,1536852389,2
1233650,userchromecss,1536852389,2
1233651,websites,1536858381,2
1233651,firefox-620,1536858381,2
1233651,desktop,1536858381,2
1233651,windows-10,1536858381,2
1233651,facebook,1536858381,2
1233651,rolandff62experiment,1536858381,2
